"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Stamford Academy District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","142"
"Stamford Academy District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","-9999"
"Stamford Academy District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","-9999"
"Stamford Academy District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","121"
"Stamford Academy District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","17"
"Stamford Academy District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","10"
"Stamford Charter School for Excellence District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","96"
"Stamford Charter School for Excellence District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","53"
"Stamford Charter School for Excellence District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","15"
"Stamford Charter School for Excellence District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","110"
"Stamford Charter School for Excellence District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","87"
"Stamford Charter School for Excellence District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","20"
"Stamford School District","900173070","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","4651"
"Stamford School District","900173070","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","8882"
"Stamford School District","900173070","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","1449"
"Stamford School District","900173070","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","4883"
"Stamford School District","900173070","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","8483"
"Stamford School District","900173070","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","1590"
"Stamford School District","900173070","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","4696"
"Stamford School District","900173070","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","9114"
"Stamford School District","900173070","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","1324"
"Stamford School District","900173070","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","5968"
"Stamford School District","900173070","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","7974"
"Stamford School District","900173070","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","1448"
"Stamford School District","900173070","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","6244"
"Stamford School District","900173070","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","8091"
"Stamford School District","900173070","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","1236"
"Stamford School District","900173070","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","6543"
"Stamford School District","900173070","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","7952"
"Stamford School District","900173070","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","1339"
"Stamford School District","900173070","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","6512"
"Stamford School District","900173070","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","8218"
"Stamford School District","900173070","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","1197"
"Stamford School District","900173070","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","7105"
"Stamford School District","900173070","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","7744"
"Stamford School District","900173070","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","1236"
"Stamford School District","900173070","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","7188"
"Stamford School District","900173070","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","7618"
"Stamford School District","900173070","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","1140"
"Stamford School District","900173070","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","7281"
"Stamford School District","900173070","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","7673"
"Stamford School District","900173070","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","1146"
"Sterling School District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","82"
"Sterling School District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","371"
"Sterling School District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","51"
"Sterling School District","","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","96"
"Sterling School District","","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","368"
"Sterling School District","","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","49"
"Sterling School District","","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","112"
"Sterling School District","","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","348"
"Sterling School District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","48"
"Sterling School District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","120"
"Sterling School District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","330"
"Sterling School District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","36"
"Sterling School District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","128"
"Sterling School District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","335"
"Sterling School District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","31"
"Sterling School District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","137"
"Sterling School District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","343"
"Sterling School District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","22"
"Sterling School District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","143"
"Sterling School District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","313"
"Sterling School District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","29"
"Sterling School District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","128"
"Sterling School District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","313"
"Sterling School District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","26"
"Sterling School District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","114"
"Sterling School District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","309"
"Sterling School District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","31"
"Sterling School District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","115"
"Sterling School District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","274"
"Sterling School District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","42"
"Stonington School District","901173770","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","174"
"Stonington School District","901173770","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","2303"
"Stonington School District","901173770","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","72"
"Stonington School District","901173770","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","237"
"Stonington School District","901173770","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","2192"
"Stonington School District","901173770","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","97"
"Stonington School District","901173770","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","188"
"Stonington School District","901173770","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","2283"
"Stonington School District","901173770","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","67"
"Stonington School District","901173770","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","160"
"Stonington School District","901173770","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","2297"
"Stonington School District","901173770","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","58"
"Stonington School District","901173770","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","146"
"Stonington School District","901173770","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","2234"
"Stonington School District","901173770","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","50"
"Stonington School District","901173770","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","353"
"Stonington School District","901173770","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","1913"
"Stonington School District","901173770","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","103"
"Stonington School District","901173770","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","385"
"Stonington School District","901173770","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","1832"
"Stonington School District","901173770","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","103"
"Stonington School District","901173770","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","353"
"Stonington School District","901173770","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","1823"
"Stonington School District","901173770","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","91"
"Stonington School District","901173770","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","360"
"Stonington School District","901173770","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","1746"
"Stonington School District","901173770","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","68"
"Stonington School District","901173770","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","302"
"Stonington School District","901173770","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","1746"
"Stonington School District","901173770","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","60"
"Stratford School District","900174190","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","1479"
"Stratford School District","900174190","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","5147"
"Stratford School District","900174190","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","814"
"Stratford School District","900174190","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","1143"
"Stratford School District","900174190","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","5596"
"Stratford School District","900174190","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","628"
"Stratford School District","900174190","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","1458"
"Stratford School District","900174190","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","5188"
"Stratford School District","900174190","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","735"
"Stratford School District","900174190","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","1912"
"Stratford School District","900174190","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","4590"
"Stratford School District","900174190","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","836"
"Stratford School District","900174190","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","2213"
"Stratford School District","900174190","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","4130"
"Stratford School District","900174190","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","957"
"Stratford School District","900174190","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","2211"
"Stratford School District","900174190","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","4154"
"Stratford School District","900174190","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","874"
"Stratford School District","900174190","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","2342"
"Stratford School District","900174190","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","4013"
"Stratford School District","900174190","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","861"
"Stratford School District","900174190","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","2518"
"Stratford School District","900174190","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","3788"
"Stratford School District","900174190","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","754"
"Stratford School District","900174190","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","2325"
"Stratford School District","900174190","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","3849"
"Stratford School District","900174190","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","727"
"Stratford School District","900174190","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","2359"
"Stratford School District","900174190","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","3708"
"Stratford School District","900174190","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","789"
"Suffield School District","900374540","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","81"
"Suffield School District","900374540","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","2471"
"Suffield School District","900374540","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","42"
"Suffield School District","900374540","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","67"
"Suffield School District","900374540","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","2460"
"Suffield School District","900374540","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","52"
"Suffield School District","900374540","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","123"
"Suffield School District","900374540","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","2396"
"Suffield School District","900374540","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","51"
"Suffield School District","900374540","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","159"
"Suffield School District","900374540","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","2293"
"Suffield School District","900374540","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","68"
"Suffield School District","900374540","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","168"
"Suffield School District","900374540","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","2240"
"Suffield School District","900374540","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","95"
"Suffield School District","900374540","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","192"
"Suffield School District","900374540","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","2190"
"Suffield School District","900374540","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","75"
"Suffield School District","900374540","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","215"
"Suffield School District","900374540","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","2158"
"Suffield School District","900374540","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","56"
"Suffield School District","900374540","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","210"
"Suffield School District","900374540","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","2151"
"Suffield School District","900374540","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","36"
"Suffield School District","900374540","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","258"
"Suffield School District","900374540","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","2069"
"Suffield School District","900374540","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","31"
"Suffield School District","900374540","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","222"
"Suffield School District","900374540","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","2022"
"Suffield School District","900374540","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","37"
"The Bridge Academy District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","145"
"The Bridge Academy District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","61"
"The Bridge Academy District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","54"
"The Bridge Academy District","","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","143"
"The Bridge Academy District","","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","73"
"The Bridge Academy District","","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","46"
"The Bridge Academy District","","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","156"
"The Bridge Academy District","","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","58"
"The Bridge Academy District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","49"
"The Bridge Academy District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","164"
"The Bridge Academy District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","48"
"The Bridge Academy District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","59"
"The Bridge Academy District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","160"
"The Bridge Academy District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","66"
"The Bridge Academy District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","50"
"The Bridge Academy District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","162"
"The Bridge Academy District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","53"
"The Bridge Academy District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","61"
"The Bridge Academy District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","167"
"The Bridge Academy District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","62"
"The Bridge Academy District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","48"
"The Bridge Academy District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","189"
"The Bridge Academy District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","42"
"The Bridge Academy District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","44"
"The Bridge Academy District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","196"
"The Bridge Academy District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","41"
"The Bridge Academy District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","42"
"The Bridge Academy District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","191"
"The Bridge Academy District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","44"
"The Bridge Academy District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","46"
"The Gilbert School District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","54"
"The Gilbert School District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","315"
"The Gilbert School District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","39"
"The Gilbert School District","","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","74"
"The Gilbert School District","","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","290"
"The Gilbert School District","","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","36"
"The Gilbert School District","","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","85"
"The Gilbert School District","","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","259"
"The Gilbert School District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","37"
"The Gilbert School District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","84"
"The Gilbert School District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","206"
"The Gilbert School District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","35"
"The Gilbert School District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","180"
"The Gilbert School District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","313"
"The Gilbert School District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","49"
"The Gilbert School District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","159"
"The Gilbert School District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","287"
"The Gilbert School District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","59"
"The Gilbert School District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","190"
"The Gilbert School District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","297"
"The Gilbert School District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","50"
"The Gilbert School District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","209"
"The Gilbert School District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","293"
"The Gilbert School District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","50"
"The Gilbert School District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","215"
"The Gilbert School District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","305"
"The Gilbert School District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","33"
"The Gilbert School District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","180"
"The Gilbert School District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","345"
"The Gilbert School District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","37"
"Thomaston School District","900575730","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","107"
"Thomaston School District","900575730","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","1098"
"Thomaston School District","900575730","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","67"
"Thomaston School District","900575730","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","103"
"Thomaston School District","900575730","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","1065"
"Thomaston School District","900575730","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","61"
"Thomaston School District","900575730","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","132"
"Thomaston School District","900575730","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","966"
"Thomaston School District","900575730","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","80"
"Thomaston School District","900575730","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","113"
"Thomaston School District","900575730","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","956"
"Thomaston School District","900575730","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","60"
"Thomaston School District","900575730","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","157"
"Thomaston School District","900575730","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","829"
"Thomaston School District","900575730","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","78"
"Thomaston School District","900575730","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","144"
"Thomaston School District","900575730","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","809"
"Thomaston School District","900575730","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","64"
"Thomaston School District","900575730","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","177"
"Thomaston School District","900575730","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","705"
"Thomaston School District","900575730","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","68"
"Thomaston School District","900575730","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","148"
"Thomaston School District","900575730","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","705"
"Thomaston School District","900575730","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","59"
"Thomaston School District","900575730","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","140"
"Thomaston School District","900575730","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","698"
"Thomaston School District","900575730","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","62"
"Thomaston School District","900575730","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","157"
"Thomaston School District","900575730","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","676"
"Thomaston School District","900575730","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","65"
"Thompson School District","901575870","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","224"
"Thompson School District","901575870","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","1127"
"Thompson School District","901575870","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","137"
"Thompson School District","901575870","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","220"
"Thompson School District","901575870","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","1063"
"Thompson School District","901575870","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","123"
"Thompson School District","901575870","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","272"
"Thompson School District","901575870","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","959"
"Thompson School District","901575870","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","111"
"Thompson School District","901575870","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","262"
"Thompson School District","901575870","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","895"
"Thompson School District","901575870","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","120"
"Thompson School District","901575870","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","289"
"Thompson School District","901575870","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","808"
"Thompson School District","901575870","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","105"
"Thompson School District","901575870","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","301"
"Thompson School District","901575870","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","773"
"Thompson School District","901575870","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","93"
"Thompson School District","901575870","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","269"
"Thompson School District","901575870","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","737"
"Thompson School District","901575870","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","73"
"Thompson School District","901575870","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","277"
"Thompson School District","901575870","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","666"
"Thompson School District","901575870","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","73"
"Thompson School District","901575870","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","281"
"Thompson School District","901575870","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","650"
"Thompson School District","901575870","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","76"
"Thompson School District","901575870","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","286"
"Thompson School District","901575870","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","653"
"Thompson School District","901575870","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","79"
"Tolland School District","901376290","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","75"
"Tolland School District","901376290","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","3036"
